K_T,SetA,SetB,SetA_r,SetB_r,AandB_r,AorB_r,IsSubmodularity,menos,,-0.2651
6-32-22-2-20,1-15-18-2-37,8.0649,27.7979,1.9783,30.3082,1,3.5763,,,
33-76-32-18-15,20-93-48-61-49,7.2575,6.7024,0,13.8053,1,0.1546,,,
8-33-48-61-32,76-20-18-61-6,7.8823,8.4509,1.202,14.4067,1,0.7245,,,
6-18-67-28-33,2-8-15-93-18,8.7991,8.1114,1.9479,14.4214,1,0.5412,,,
21-1-67-8-32,67-21-18-28-33,26.2023,9.6043,5.1004,30.5571,1,0.1491,,,
20-15-21-76-93,2-18-33-61-28,8.4953,7.745,0,15.3681,1,0.8722,,,
49-21-2-6-22,22-18-21-93-49,9.2562,9.1749,6.2259,12.2459,0,-0.0407,,,
6-22-28-8-33,32-8-49-21-93,8.6061,9.2816,1.8525,14.3217,1,1.7135,,,
67-6-8-21-28,93-67-48-15-6,10.0197,7.7789,4.4547,13.4405,0,-0.0966,,,
67-22-2-6-8,1-37-33-28-8,8.7605,26.6137,1.8499,30.6417,1,2.8826,,,
76-6-67-21-18,6-8-76-20-49,9.6684,8.3376,4.3512,13.7393,0,-0.0845,,,
6-67-21-20-2,37-28-15-8-48,9.0683,8.3246,0,15.7246,1,1.6683,,,
22-21-76-67-48,48-8-32-67-28,8.434,7.5523,2.3046,12.8881,1,0.7936,,,
67-21-37-18-28,8-6-2-37-28,9.8719,9.2511,3.2648,14.3857,1,1.4725,,,
2-33-49-22-48,33-76-22-1-6,7.2728,26.7683,2.1253,29.9133,1,2.0025,,,
22-67-32-61-48,93-15-1-32-8,6.5863,25.6256,1.9731,29.8437,1,0.3951,,,
32-28-93-22-1,2-18-15-22-21,26.5695,9.7583,1.1005,32.1779,1,3.0494,,,
48-67-21-15-2,37-48-61-2-67,8.9164,7.1397,4.3745,11.3782,1,0.3034,,,
76-6-2-33-8,15-20-1-67-32,8.5949,25.4536,0,29.7507,1,4.2978,,,
28-49-67-6-61,15-33-49-32-21,8.1318,8.7704,1.238,13.9388,1,1.7254,,,
93-67-22-20-1,76-93-6-2-28,26.1802,8.4016,1.0314,30.3488,1,3.2016,,,
2-21-33-61-76,76-67-93-28-18,8.8071,6.6588,1.0679,14.3609,1,0.0371,,,
48-22-61-76-6,76-21-49-37-48,8.3559,9.4173,3.0345,12.8185,1,1.9202,,,
1-93-33-67-2,8-33-15-32-1,26.8279,25.5956,23.7906,28.6516,0,-0.0187,,,
20-28-32-67-21,18-2-32-22-76,9.195,7.8936,2.0202,14.5138,1,0.5546,,,
28-21-22-37-48,49-22-18-21-32,9.82,9.4889,5.0976,14.0624,1,0.1489,,,
6-15-1-18-93,20-2-32-15-22,27.7037,7.0907,1.2719,30.3384,1,3.1841,,,
6-48-61-67-18,48-93-28-1-49,8.6245,27.2799,1.9524,31.4469,1,2.5051,,,
37-15-32-1-22,33-6-18-2-15,26.2736,9.0499,1.2742,31.0899,1,2.9594,,,
1-2-20-48-21,48-33-21-93-2,27.4345,9.5527,7.5694,29.4803,0,-0.0625,,,
37-8-6-1-22,2-32-21-67-48,26.26,9.0001,0,31.2159,1,4.0442,,,
2-22-33-1-32,32-2-28-33-6,26.1938,8.7845,4.7827,28.4467,1,1.7489,,,
18-49-33-48-67,6-22-2-33-18,6.5262,8.8578,2.9785,12.3939,1,0.0116,,,
18-28-22-20-49,21-1-28-93-22,7.063,27.8904,2.6257,30.3445,1,1.9832,,,
49-15-8-2-18,1-21-93-48-8,8.2847,27.7045,1.8435,32.0264,1,2.1193,,,
49-28-15-8-61,32-37-21-6-18,7.0845,9.831,0,16.5137,1,0.4018,,,
32-20-37-48-49,8-49-76-37-28,7.811,7.3367,2.9319,12.1079,1,0.1079,,,
2-76-93-8-22,15-61-22-6-2,6.9725,8.0712,3.1419,11.8019,1,0.0999,,,
2-20-32-15-18,20-48-76-18-15,7.9451,7.4822,4.459,11.027,0,-0.0587,,,
76-22-61-6-32,22-2-28-15-20,7.7569,6.8753,1.0969,12.8523,1,0.683,,,
6-61-21-49-28,2-67-61-32-20,9.4261,7.0061,1.2226,13.8868,1,1.3228,,,
61-22-37-49-33,93-37-76-18-61,6.2524,6.8854,2.9525,10.229,0,-0.0437,,,
61-22-67-21-1,48-6-61-18-76,27.5538,9.2879,1.1951,32.4581,1,3.1885,,,
32-2-6-20-33,28-18-2-22-37,7.9254,8.1919,2.017,13.6515,1,0.4488,,,
8-20-32-93-1,1-21-76-37-15,24.8116,27.5983,22.8021,29.5278,1,0.08,,,
93-49-67-61-22,8-15-22-20-61,5.6764,6.6454,2.3134,9.9808,1,0.0276,,,
18-22-37-32-2,67-76-6-48-93,8.1588,7.6621,0,14.5536,1,1.2673,,,
93-37-18-21-1,76-32-18-8-1,28.4364,26.5055,24.7479,30.1948,0,-0.0008,,,
22-67-2-28-49,20-22-2-15-33,6.8761,6.4684,3.1546,10.1533,1,0.0366,,,
15-2-93-6-76,21-33-6-32-15,8.0503,9.1508,4.661,12.6804,0,-0.1403,,,
48-76-8-22-61,76-18-33-6-1,7.1748,27.6647,1.0765,32.0188,1,1.7442,,,
67-21-76-49-48,49-93-2-1-76,8.4478,26.1344,2.3136,29.803,1,2.4656,,,
22-2-61-28-1,2-1-8-49-33,27.2717,25.5397,23.7705,29.0267,1,0.0142,,,
2-61-33-28-20,93-32-18-20-15,6.7717,7.3916,1.2303,12.7282,1,0.2048,,,
37-6-28-67-15,61-8-32-20-6,8.2888,8.5375,3.4218,13.3909,1,0.0136,,,
48-32-93-1-49,21-76-18-15-48,26.2435,10.2132,1.9626,31.9231,1,2.571,,,
76-18-49-93-33,28-18-49-6-67,6.3085,9.1514,3.1922,12.063,1,0.2047,,,
37-93-32-28-61,61-6-93-21-18,7.1223,9.7026,2.2341,13.5693,1,1.0215,,,
32-28-8-21-15,20-6-22-1-93,9.8729,26.0261,0,30.831,1,5.068,,,
67-21-76-2-61,48-2-8-20-61,8.776,7.9596,3.2811,12.5184,1,0.9361,,,
20-33-48-6-2,2-67-6-61-18,8.6726,8.8917,4.7933,12.0078,1,0.7632,,,
8-37-6-76-2,1-61-32-21-15,8.7247,26.817,0,31.1757,1,4.366,,,
1-6-61-20-2,48-37-2-22-61,25.9213,7.8475,3.2397,29.8483,1,0.6808,,,
61-93-8-32-49,67-33-48-21-28,7.1236,9.0003,0,15.1225,1,1.0014,,,
28-2-8-15-49,37-18-49-21-8,7.7962,9.9829,3.0925,14.2285,1,0.4581,,,
2-15-93-6-76,1-48-61-15-28,8.0341,28.0587,1.2698,31.9118,1,2.9112,,,
37-33-20-2-8,20-1-28-33-76,7.2965,26.4167,2.2678,28.8374,1,2.608,,,
1-28-8-93-20,18-20-67-15-1,25.8598,27.036,23.0464,29.8606,0,-0.0112,,,
28-8-21-48-33,18-22-6-49-20,10.3624,8.7644,0,17.0539,1,2.0729,,,
93-15-1-18-49,20-8-15-67-76,27.1295,6.5085,1.2756,29.8387,1,2.5237,,,
33-8-76-32-93,22-48-32-37-28,6.8347,8.1203,2.0215,12.929,1,0.0045,,,
20-32-33-21-2,76-1-93-32-37,8.8394,26.117,1.8819,29.9925,1,3.082,,,
15-49-1-6-8,76-1-8-32-67,25.5222,25.5576,23.1787,27.883,1,0.0181,,,
8-6-67-61-1,1-21-49-2-67,26.1255,26.723,23.8242,29.1798,0,-0.1555,,,
93-67-33-6-15,37-48-32-22-33,7.7338,7.5038,1.0318,12.3936,1,1.8122,,,
37-76-61-6-49,1-93-33-20-2,7.6243,25.984,0,30.2597,1,3.3486,,,
33-1-67-15-48,28-22-21-2-32,26.9176,9.3742,0,32.2764,1,4.0154,,,
8-32-1-28-21,8-49-67-1-28,26.5968,25.9149,24.6194,27.9165,0,-0.0242,,,
20-1-18-61-32,76-6-22-32-20,26.3312,7.9995,3.1138,29.3547,1,1.8622,,,
61-15-1-8-32,61-1-76-18-49,25.6104,27.0784,23.8613,28.8512,0,-0.0237,,,
67-76-48-61-2,28-21-22-8-2,6.5726,9.813,2.046,14.1001,1,0.2395,,,
48-6-93-18-20,28-48-67-15-2,9.3643,7.0456,1.9732,13.7481,1,0.6886,,,
15-1-49-2-37,48-8-67-49-6,26.1422,8.4791,1.2411,29.5819,1,3.7983,,,
48-33-15-93-67,37-22-49-6-48,5.6264,8.6732,1.9655,12.339,0,-0.0049,,,
22-15-32-2-1,32-2-22-33-61,26.2629,7.1282,4.8713,28.236,1,0.2838,,,
32-1-37-15-28,15-6-20-2-76,26.4966,7.9712,1.271,29.6522,1,3.5446,,,
32-20-61-18-6,67-15-32-6-37,8.8706,8.1545,4.6417,12.1903,1,0.1931,,,
2-49-15-37-8,15-8-6-48-32,7.8099,9.5347,3.1176,13.1872,1,1.0398,,,
48-76-15-33-8,61-22-49-93-21,7.2005,8.4484,0,15.3906,1,0.2583,,,
15-48-8-1-18,28-20-8-22-61,28.0309,6.9185,1.8448,31.7709,1,1.3337,,,
93-61-21-20-2,76-2-33-67-6,8.5092,7.9569,2.0281,13.0962,1,1.3418,,,
22-15-21-76-1,33-93-61-2-6,27.5231,7.893,0,32.5048,1,2.9113,,,
1-93-76-20-22,49-33-1-67-8,26.1825,25.5863,22.828,28.9393,1,0.0015,,,
21-6-37-33-32,48-33-21-61-37,8.9631,9.2837,6.2632,11.9163,1,0.0673,,,
20-22-33-48-93,76-67-37-61-15,6.3711,6.2246,0,11.8029,1,0.7928,,,
48-18-8-61-1,48-76-6-37-32,28.0093,8.6937,1.9587,31.202,1,3.5423,,,
15-8-76-22-32,37-21-33-20-15,7.1723,8.6886,1.2712,13.8104,1,0.7793,,,
22-67-37-33-8,8-49-67-20-61,6.7549,6.6104,2.9579,10.4206,0,-0.0132,,,
61-8-28-33-37,6-28-21-61-22,7.3089,9.3183,2.7568,12.9676,1,0.9028,,,
32-67-37-33-20,6-61-22-15-48,6.7137,8.6927,0,13.5846,1,1.8218,,,
67-21-28-76-20,21-33-22-76-20,8.7703,8.4241,6.2569,11.0303,0,-0.0928,,,
48-20-37-15-49,21-37-32-8-76,7.3809,9.261,1.7702,14.621,1,0.2507,,,
15-2-67-76-32,8-61-28-15-18,7.2175,7.8267,1.2614,13.5843,1,0.1985,,,
32-20-48-28-49,8-49-18-76-37,7.8104,7.7013,1.2341,14.0869,1,0.1907,,,
76-22-15-93-33,18-32-76-6-48,5.5017,9.5042,1.0848,13.8959,1,0.0252,,,
15-20-49-21-67,18-22-28-33-15,8.7069,6.9086,1.2644,14.2296,1,0.1215,,,
2-93-28-76-33,20-15-8-76-61,6.7315,6.5518,1.0725,11.9323,1,0.2785,,,
67-18-48-93-37,8-1-48-33-28,6.9704,27.398,1.9709,31.6644,1,0.7331,,,
15-1-67-2-48,1-48-18-21-2,26.8839,29.2325,25.5852,30.5163,1,0.0149,,,
37-33-32-48-6,28-21-37-1-20,8.7659,27.1006,1.7345,31.1524,1,2.9796,,,
6-33-32-20-49,49-22-21-76-32,8.0775,8.5777,3.1628,12.377,1,1.1154,,,
32-22-37-21-6,28-37-15-20-67,9.0594,6.8422,1.6559,13.8339,1,0.4118,,,
49-28-93-8-1,8-21-20-93-61,25.8941,8.9677,2.8774,28.8545,1,3.1299,,,
37-1-76-33-6,93-49-6-33-76,26.7057,7.5944,5.3092,28.057,1,0.9339,,,
8-18-61-32-49,21-1-28-33-15,8.1048,27.8968,0,31.9545,1,4.0471,,,
48-1-93-8-22,22-18-6-67-49,27.1659,8.5939,1.1036,30.6006,1,4.0556,,,
22-37-48-76-67,2-93-18-28-33,6.2117,7.6474,0,13.5542,1,0.3049,,,
2-8-76-28-15,15-76-49-1-32,7.7037,25.4924,2.3469,28.2987,1,2.5505,,,
2-15-20-22-61,32-61-67-2-37,6.5737,7.4778,3.1999,10.7688,1,0.0828,,,
61-6-2-20-28,1-37-93-20-32,8.2117,25.3738,1.2382,29.6007,1,2.7466,,,
76-15-48-22-8,49-28-32-93-18,7.2614,7.6595,0,14.7975,1,0.1234,,,
76-22-1-49-48,93-15-21-49-33,27.0692,8.4453,1.238,31.7183,1,2.5582,,,
8-49-61-22-21,1-67-8-61-18,9.1618,27.2205,3.06,30.225,1,3.0973,,,
15-18-21-8-67,28-93-1-15-8,10.1047,26.6772,3.1303,31.2604,1,2.3912,,,
93-20-37-28-32,2-28-33-49-20,7.2394,6.7306,2.7693,10.8905,1,0.3102,,,
8-33-21-61-20,20-15-33-22-2,9.2005,6.3787,2.2592,12.6056,1,0.7144,,,
15-28-76-8-37,6-48-1-33-76,7.3815,27.472,1.0696,31.3796,1,2.4043,,,
33-37-61-22-18,2-8-67-20-28,7.0717,7.4284,0,14.1862,1,0.3139,,,
18-8-21-33-49,76-37-22-15-93,9.9815,6.1506,0,15.2821,1,0.85,,,
33-21-28-67-76,32-61-15-21-48,8.7685,9.5642,4.1164,13.5371,1,0.6792,,,
21-20-93-76-2,21-76-6-1-32,8.5585,26.6818,5.0951,28.922,1,1.2232,,,
93-67-33-18-61,8-18-61-67-20,6.3564,7.3467,4.2518,9.4411,1,0.0102,,,
2-22-61-32-37,61-32-21-48-2,7.4933,9.8489,5.0186,11.9948,1,0.3288,,,
1-15-28-49-48,18-49-22-37-1,27.3393,27.1375,23.0757,31.4051,0,-0.004,,,
20-67-28-15-2,28-18-21-2-76,6.8451,10.0666,3.5491,13.3582,1,0.0044,,,
61-76-20-49-22,8-48-21-15-49,5.7915,10.1925,1.2351,14.4437,1,0.3052,,,
6-67-33-21-32,20-1-6-21-18,9.0208,27.5288,5.6282,29.9844,1,0.937,,,
8-61-32-37-22,6-15-28-67-21,7.5317,9.5094,0,15.408,1,1.6331,,,
6-32-37-2-18,18-76-67-2-8,9.0944,7.9502,3.9021,12.9271,1,0.2154,,,
20-67-6-22-1,32-49-48-37-21,26.1123,9.6575,0,30.2963,1,5.4735,,,
61-48-33-20-67,6-28-93-67-20,5.7706,8.235,2.3374,11.3828,1,0.2854,,,
22-6-2-37-32,61-32-33-6-49,8.2753,7.8809,4.678,11.4648,1,0.0134,,,
8-6-76-22-20,18-15-67-1-8,8.3245,27.283,1.8491,30.59,1,3.1684,,,
28-8-18-33-32,15-37-49-67-1,8.2665,26.2186,0,31.2069,1,3.2782,,,
93-48-18-32-2,49-6-28-48-67,8.6928,8.2559,1.9755,13.9728,1,1.0004,,,
48-33-21-18-15,2-22-32-67-28,10.1813,7.467,0,15.7594,1,1.8889,,,
48-28-6-32-8,48-67-32-20-93,9.8009,6.477,3.9092,12.3399,1,0.0288,,,
20-49-8-18-1,61-21-28-32-67,25.7487,9.1708,0,31.1064,1,3.8131,,,
37-15-93-1-33,32-21-33-15-1,26.9268,26.7754,24.8604,28.8568,0,-0.015,,,
33-76-15-93-8,6-21-22-2-15,6.256,9.2032,1.2625,14.1879,1,0.0088,,,
93-49-33-48-8,20-8-48-76-18,7.1087,8.0965,3.8134,11.372,1,0.0198,,,
2-20-76-48-18,8-21-22-61-67,7.8969,8.9935,0,15.5623,1,1.3281,,,
18-2-37-33-32,2-8-21-15-18,8.217,10.5397,3.9988,13.8452,1,0.9127,,,
2-33-76-15-20,67-6-1-8-2,6.3249,26.1682,2.0687,29.4779,1,0.9465,,,
8-2-32-1-49,8-21-48-2-15,24.8834,10.4677,3.7809,29.3158,1,2.2544,,,
32-61-22-1-33,22-32-21-6-1,26.2894,26.6796,24.2077,28.8032,0,-0.0419,,,
6-61-28-8-67,32-1-6-15-61,8.6884,26.1146,4.4546,28.9084,1,1.44,,,
32-48-22-20-21,15-76-37-22-32,9.6658,6.8534,3.0289,12.9362,1,0.5541,,,
49-2-22-20-61,61-33-93-18-67,6.5254,6.3298,1.2322,11.6742,0,-0.0512,,,
61-2-76-18-48,61-22-21-6-48,8.1769,9.6813,3.1896,13.9569,1,0.7117,,,
2-37-93-67-48,18-37-48-6-1,6.9715,28.436,3.6815,30.771,1,0.955,,,
49-93-18-28-61,21-1-22-8-93,6.9444,26.9303,1.0338,31.5697,1,1.2712,,,
76-20-8-67-61,37-61-21-33-48,6.409,9.4695,1.2127,13.5903,1,1.0755,,,
1-48-33-18-28,22-21-61-76-15,28.9676,8.3227,0,34.756,1,2.5343,,,
76-6-48-20-8,76-22-15-61-28,9.2184,6.1075,1.0722,14.0557,1,0.198,,,
20-2-22-32-21,33-32-15-20-21,8.7023,8.8809,6.6705,11.1039,0,-0.1912,,,
21-67-20-1-18,49-37-6-76-67,27.7252,7.7615,1.1005,30.9696,1,3.4166,,,
21-61-37-1-20,48-20-37-6-49,26.7458,8.725,2.8862,29.7528,1,2.8318,,,
48-28-20-33-18,2-67-48-93-1,7.7459,26.8243,1.9673,31.3862,1,1.2167,,,
33-32-15-67-6,67-18-49-6-61,8.0498,8.6204,4.311,12.0945,1,0.2647,,,
32-15-6-61-48,33-28-6-49-2,8.7799,8.5998,3.1944,14.0057,1,0.1796,,,
22-20-37-28-8,33-32-61-21-37,7.3608,8.6572,1.6952,14.092,1,0.2308,,,
2-49-37-20-28,67-48-8-28-1,7.2203,26.6881,1.5431,29.1332,1,3.2321,,,
32-67-6-61-1,6-18-15-1-8,26.0593,27.162,23.7289,29.5376,0,-0.0452,,,
48-1-61-22-37,76-32-18-15-22,27.7307,7.2887,1.1,32.037,1,1.8824,,,
49-6-15-21-67,20-22-93-1-2,9.144,26.0934,0,31.0255,1,4.2119,,,
20-37-2-6-21,20-8-28-76-22,9.1313,6.781,1.2354,14.1391,1,0.5378,,,
33-76-37-20-28,6-28-93-2-20,6.5541,8.2068,2.787,11.3633,1,0.6106,,,
18-76-33-8-6,20-49-93-22-32,9.0595,6.5577,0,14.8737,1,0.7435,,,
49-37-22-28-15,2-61-33-21-15,6.7511,8.9811,1.271,13.8319,1,0.6293,,,
67-37-20-28-76,18-2-28-49-8,6.5804,8.5508,1.5411,13.0572,1,0.5329,,,
37-28-48-93-8,22-15-48-6-28,8.0963,9.2339,3.4944,12.9905,1,0.8453,,,
48-6-20-32-2,48-37-6-67-32,8.9229,8.0243,6.5491,10.266,1,0.1321,,,
28-48-76-37-21,37-18-8-2-21,9.6696,10.3016,5.2093,14.8523,0,-0.0904,,,
22-28-6-61-49,21-61-2-22-33,7.8769,8.6617,2.3264,12.8514,1,1.3608,,,
21-61-15-49-67,8-61-32-2-37,8.8138,8.1478,1.2046,14.2872,1,1.4698,,,
1-32-28-22-49,93-8-37-49-2,25.8339,7.5647,1.2309,29.2806,1,2.8871,,,
67-8-48-15-28,2-21-8-67-49,6.9328,9.4797,2.9544,13.5261,0,-0.068,,,
18-67-2-37-48,22-61-32-15-21,7.8433,8.8255,0,15.5814,1,1.0874,,,
76-32-18-28-2,76-32-93-2-1,8.4007,26.0696,4.8399,29.3835,1,0.2469,,,
20-21-32-2-28,1-2-33-20-48,9.3596,26.8068,2.9352,30.1257,1,3.1055,,,
6-2-1-18-93,76-21-20-61-18,27.6667,9.3154,1.951,31.5241,1,3.507,,,
18-61-32-49-1,28-32-67-20-2,26.3396,7.2513,1.96,29.9867,1,1.6442,,,
61-37-49-22-93,21-32-22-6-61,6.2506,8.9036,2.3205,12.1734,1,0.6603,,,
67-15-2-76-28,15-20-21-67-1,6.9162,26.7991,2.3713,30.1321,1,1.2119,,,
21-32-93-61-20,15-37-20-8-32,8.7174,7.7183,3.1574,12.7815,1,0.4968,,,
48-15-20-49-61,32-15-67-2-76,6.9326,7.1214,1.2726,11.5421,1,1.2393,,,
15-48-32-61-76,6-61-15-33-1,7.2368,26.808,2.5087,29.9281,1,1.608,,,
37-49-18-93-48,6-8-93-32-20,7.8419,8.5691,1.0292,14.6776,1,0.7042,,,
28-76-32-1-49,48-21-2-32-49,25.77,9.9771,3.1267,30.3525,1,2.2679,,,
48-49-37-1-21,18-20-49-2-33,27.5906,7.1624,1.2324,31.7275,1,1.7931,,,
61-32-48-28-37,2-37-8-67-22,8.1099,7.4998,1.7889,12.9601,1,0.8607,,,
49-37-2-21-48,93-32-21-49-8,9.8069,9.2568,5.2492,13.728,1,0.0865,,,
76-20-22-2-93,2-48-32-61-8,6.2268,8.7414,2.0339,12.7797,1,0.1546,,,
20-28-93-61-49,20-48-32-28-93,6.2429,7.6483,3.7954,10.0249,1,0.0709,,,
20-1-22-61-93,67-2-49-32-61,26.1711,7.203,1.2364,28.8122,1,3.3255,,,
21-15-49-48-2,37-33-2-32-15,9.7593,7.4236,3.3072,13.4415,1,0.4342,,,
49-76-20-48-67,6-61-48-22-1,5.8608,27.5878,1.9695,29.4717,1,2.0074,,,
21-6-76-93-2,8-1-48-18-15,9.056,28.0519,0,33.6599,1,3.448,,,
8-21-61-15-32,76-18-6-49-33,9.3937,8.534,0,16.0003,1,1.9274,,,
49-76-32-28-15,8-2-93-20-76,6.9749,6.9459,1.0684,12.583,1,0.2694,,,
22-6-76-33-20,18-28-33-49-48,7.7524,7.7147,1.0321,14.2088,1,0.2262,,,
1-28-22-76-61,48-1-15-49-32,27.2774,26.2103,22.8084,30.784,0,-0.1047,,,
67-48-2-37-15,28-21-22-18-61,7.1005,9.6794,0,15.842,1,0.9379,,,
1-61-32-8-28,37-49-18-8-1,25.9588,26.5088,23.2409,29.2081,1,0.0186,,,
2-49-76-32-20,48-33-20-15-8,7.0487,7.3635,1.2304,12.9776,1,0.2042,,,
67-48-28-37-1,15-32-2-37-48,27.2046,8.3721,3.6864,29.5992,1,2.2911,,,
61-20-93-8-1,21-8-15-48-20,25.5364,10.1083,3.0925,30.1004,1,2.4518,,,
37-28-2-18-49,22-37-33-8-1,8.2188,26.4062,1.7471,30.9215,1,1.9564,,,
28-20-21-2-22,33-37-18-93-2,9.102,7.5899,2.0063,14.1817,1,0.5039,,,
37-33-61-15-18,32-93-18-33-49,7.124,7.218,2.9921,11.0365,1,0.3134,,,
8-20-28-33-15,49-33-2-18-8,6.9266,7.9771,2.8861,11.789,1,0.2286,,,
18-67-22-48-37,49-32-67-15-61,7.0619,6.6602,1.1073,12.3397,1,0.2751,,,
20-2-76-49-22,20-32-8-28-15,6.397,7.7294,1.2448,12.6277,1,0.2539,,,
37-22-8-1-32,6-1-28-18-93,25.6568,28.0308,22.8016,30.8493,1,0.0367,,,
93-32-61-8-6,8-15-21-67-18,8.4901,10.0979,1.8482,14.8531,1,1.8867,,,
22-67-21-76-15,22-76-8-48-21,8.419,9.549,6.1304,11.3974,1,0.4402,,,
18-8-20-48-33,49-6-2-33-37,8.021,8.1475,1.0309,14.693,1,0.4446,,,
76-1-93-22-18,1-6-21-22-67,27.8803,27.4316,23.8852,31.3713,1,0.0554,,,
6-93-1-20-18,61-2-20-33-93,26.9281,6.274,2.2715,29.8738,1,1.0568,,,
93-32-37-6-15,28-33-22-21-61,8.0159,8.9598,0,14.7288,1,2.2469,,,
61-33-18-67-22,21-93-8-1-28,6.3995,27.2588,0,33.2987,1,0.3596,,,
18-2-48-61-21,6-33-2-15-37,10.4667,8.2087,2.0287,15.1929,1,1.4538,,,
76-20-49-32-37,1-33-37-93-20,6.8713,26.0651,3.0057,27.7137,1,2.217,,,
61-67-49-8-32,6-2-21-67-33,7.1864,9.2139,1.1017,14.1163,1,1.1823,,,
18-15-22-21-32,33-2-8-67-1,9.5312,26.2174,0,32.2628,1,3.4858,,,
8-61-48-2-1,48-93-37-8-6,27.0245,9.1184,3.8152,29.9837,1,2.344,,,
1-15-28-20-76,15-18-21-67-8,26.518,10.0119,1.2676,31.6113,1,3.651,,,
20-2-93-1-48,49-76-67-20-2,26.7645,6.3898,2.9827,28.3428,1,1.8288,,,
61-93-6-1-22,61-93-8-18-49,26.8254,7.281,2.2456,29.5443,1,2.3165,,,
6-8-18-20-28,67-6-49-32-21,9.7189,9.1141,3.2567,15.4858,1,0.0905,,,
6-67-15-21-32,8-76-20-28-48,9.1822,7.6666,0,15.6604,1,1.1884,,,
18-22-93-67-32,2-49-18-33-67,7.0824,7.3693,3.0472,11.2459,1,0.1586,,,
22-76-18-6-33,37-28-49-2-6,8.4067,8.5579,3.395,13.7039,0,-0.1343,,,
37-21-2-61-33,33-22-61-93-32,9.0026,6.2092,2.2692,12.1118,1,0.8308,,,
61-93-32-20-48,37-32-49-33-1,7.3293,25.4285,1.9704,29.5012,1,1.2862,,,
18-6-93-15-48,6-1-49-28-15,9.4299,26.4272,4.5062,31.2601,1,0.0908,,,
